Record,Date/Time,10,Freq,Rcvr,Alpha,dTdG,K1,K2,K3,K4,Tnd
     1,01/31/2021 00:04:15,11, 22.000,0, 0.990540,  -650096.31,  0.11838377E+02, -0.11051387E+00,  0.45735975E-03, -0.74842385E-06, 170.26
     2,01/31/2021 00:04:15,11, 22.234,0, 0.990860,  -745374.44,  0.10179851E+03, -0.11226556E+01,  0.41349717E-02, -0.50834190E-05, 174.79
     3,01/31/2021 00:04:15,11, 22.500,0, 0.990600,  -833895.03,  0.96340562E+02, -0.10614590E+01,  0.37873326E-02, -0.43885409E-05, 190.61
     4,01/31/2021 00:04:15,11, 23.000,0, 0.991330,  -621762.79, -0.10738568E+03,  0.13356199E+01, -0.52665149E-02,  0.66821030E-05, 164.26
     5,01/31/2021 00:04:15,11, 23.034,0, 0.989980,  -563355.85, -0.94819243E+02,  0.11817776E+01, -0.46872285E-02,  0.59985918E-05, 163.44
     6,01/31/2021 00:04:15,11, 23.500,0, 0.992160,  -678088.89, -0.10039781E+03,  0.10750012E+01, -0.37321602E-02,  0.42036221E-05, 172.82
     7,01/31/2021 00:04:15,11, 23.834,0, 0.994300,  -740432.14, -0.12899751E+02,  0.45093552E-01,  0.19557269E-03, -0.68166150E-06, 174.37
     8,01/31/2021 00:04:15,11, 24.000,0, 0.991770,  -643675.95,  0.28632137E+02, -0.28328895E+00,  0.98252349E-03, -0.11935121E-05, 170.80
     9,01/31/2021 00:04:15,11, 24.500,0, 0.987040,  -597290.77, -0.19274877E+02,  0.25956774E+00, -0.10565601E-02,  0.13472031E-05, 167.65
    10,01/31/2021 00:04:15,11, 25.000,0, 0.987670,  -646601.02,  0.65126169E+02, -0.66407772E+00,  0.24182167E-02, -0.31127006E-05, 163.51
    11,01/31/2021 00:04:15,11, 25.500,0, 0.992660,  -603721.35, -0.15878365E+03,  0.16518840E+01, -0.57127049E-02,  0.65675415E-05, 156.77
    12,01/31/2021 00:04:15,11, 26.000,0, 0.995400,  -544488.58,  0.31054154E+02, -0.32830762E+00,  0.11441748E-02, -0.13149389E-05, 158.88
    13,01/31/2021 00:04:15,11, 26.234,0, 0.993920,  -497841.72, -0.98528266E+01,  0.10994922E+00, -0.34811138E-03,  0.29700766E-06, 154.07
    14,01/31/2021 00:04:15,11, 26.500,0, 0.994500,  -513657.51, -0.71112067E+01,  0.44336401E-01,  0.15894860E-04, -0.29042221E-06, 153.37
    15,01/31/2021 00:04:15,11, 27.000,0, 0.992510,  -449871.22,  0.28964801E+02, -0.32805850E+00,  0.12467493E-02, -0.15859384E-05, 149.64
    16,01/31/2021 00:04:15,11, 27.500,0, 0.994560,  -470551.51, -0.11014883E+03,  0.11743700E+01, -0.42078607E-02,  0.50622253E-05, 148.47
    17,01/31/2021 00:04:15,11, 28.000,0, 0.997520,  -459574.77, -0.25084516E+03,  0.26803324E+01, -0.93982259E-02,  0.10822074E-04, 155.69
    18,01/31/2021 00:04:15,11, 28.500,0, 0.992570,  -466735.86,  0.24351818E+03, -0.25341728E+01,  0.87995065E-02, -0.10195029E-04, 157.58
    19,01/31/2021 00:04:15,11, 29.000,0, 0.987610,  -434749.97, -0.10700639E+03,  0.11862719E+01, -0.43055094E-02,  0.51285777E-05, 154.67
    20,01/31/2021 00:04:15,11, 29.500,0, 0.978680,  -440692.27, -0.19633450E+03,  0.19963669E+01, -0.67576461E-02,  0.76143399E-05, 164.92
    21,01/31/2021 00:04:15,11, 30.000,0, 0.978030,  -465961.49, -0.61950534E+02,  0.65651415E+00, -0.22254514E-02,  0.24077204E-05, 155.20
Record,Date/Time,30,TkBB(K),Tnd(K) Ch  22.000,R Ch  22.000,Tnd(K) Ch  22.234,R Ch  22.234,Tnd(K) Ch  22.500,R Ch  22.500,Tnd(K) Ch  23.000,R Ch  23.000,Tnd(K) Ch  23.034,R Ch  23.034,Tnd(K) Ch  23.500,R Ch  23.500,Tnd(K) Ch  23.834,R Ch  23.834,Tnd(K) Ch  24.000,R Ch  24.000,Tnd(K) Ch  24.500,R Ch  24.500,Tnd(K) Ch  25.000,R Ch  25.000,Tnd(K) Ch  25.500,R Ch  25.500,Tnd(K) Ch  26.000,R Ch  26.000,Tnd(K) Ch  26.234,R Ch  26.234,Tnd(K) Ch  26.500,R Ch  26.500,Tnd(K) Ch  27.000,R Ch  27.000,Tnd(K) Ch  27.500,R Ch  27.500,Tnd(K) Ch  28.000,R Ch  28.000,Tnd(K) Ch  28.500,R Ch  28.500,Tnd(K) Ch  29.000,R Ch  29.000,Tnd(K) Ch  29.500,R Ch  29.500,Tnd(K) Ch  30.000,R Ch  30.000,DataQuality
   292,01/31/2021 07:57:53,31,283.772, 169.597, 0.988233, 174.108, 0.990108, 190.172, 0.986454, 163.952, 0.855954, 163.221, 0.875526, 172.554, 0.994397, 173.738, 0.999372, 170.143, 0.999474, 167.044, 0.985062, 162.701, 0.998202, 155.809, 0.996996, 158.006, 0.997435, 153.467, 0.997563, 152.975, 0.994808, 149.283, 0.996997, 147.631, 0.998712, 155.423, 0.982271, 157.057, 0.994434, 154.317, 0.993283, 164.773, 0.994485, 155.234, 0.999423,1
   293,01/31/2021 07:59:36,31,283.808, 169.632, 0.988245, 174.234, 0.991656, 190.304, 0.987777, 164.077, 0.862993, 163.307, 0.866473, 171.849, 0.994462, 173.670, 0.995444, 170.252, 0.999181, 166.723, 0.992522, 162.380, 0.998845, 155.968, 0.996050, 157.823, 0.997307, 153.399, 0.999107, 152.599, 0.990646, 148.852, 0.993747, 147.535, 0.998410, 155.237, 0.983302, 156.980, 0.992241, 154.238, 0.986523, 164.572, 0.996049, 155.070, 0.999248,1
   294,01/31/2021 08:01:21,31,283.816, 169.888, 0.990615, 173.839, 0.992898, 190.099, 0.979077, 163.799, 0.861369, 163.186, 0.873309, 172.270, 0.992939, 173.680, 0.997663, 170.367, 0.999826, 167.284, 0.992531, 162.776, 0.997136, 156.062, 0.997329, 158.112, 0.994624, 153.283, 0.996019, 152.752, 0.987906, 149.147, 0.990490, 147.813, 0.997417, 155.118, 0.983292, 156.916, 0.992708, 154.022, 0.993892, 164.896, 0.994661, 154.990, 0.999211,1
   295,01/31/2021 08:03:04,31,283.817, 169.757, 0.988204, 174.062, 0.991135, 190.083, 0.982229, 163.801, 0.865478, 163.061, 0.871260, 172.261, 0.991295, 173.800, 0.998043, 170.596, 0.999028, 166.992, 0.993886, 162.766, 0.996094, 156.098, 0.997843, 158.166, 0.996969, 153.274, 0.997904, 152.689, 0.992689, 149.086, 0.995638, 147.974, 0.998807, 155.163, 0.983557, 156.965, 0.996180, 154.201, 0.989259, 164.549, 0.994270, 155.050, 0.999944,1
   296,01/31/2021 08:04:49,31,283.807, 169.225, 0.991524, 173.873, 0.993601, 189.985, 0.985131, 163.283, 0.868123, 162.559, 0.869862, 171.613, 0.991627, 173.294, 0.998357, 169.872, 0.999358, 166.434, 0.993458, 162.557, 0.997722, 155.693, 0.997226, 157.843, 0.993686, 153.336, 0.997959, 152.612, 0.988713, 148.859, 0.996111, 147.506, 0.998433, 154.850, 0.984504, 156.601, 0.994802, 153.937, 0.987677, 164.351, 0.994777, 154.616, 0.998940,1
   297,01/31/2021 08:06:33,31,283.793, 169.587, 0.984953, 174.257, 0.989291, 190.343, 0.983472, 164.099, 0.851197, 163.358, 0.865161, 172.322, 0.992236, 173.738, 0.995446, 170.084, 0.998127, 167.140, 0.990679, 162.849, 0.992224, 155.931, 0.995307, 158.122, 0.991725, 153.304, 0.998114, 152.519, 0.993164, 149.057, 0.991304, 147.535, 0.997617, 155.245, 0.982984, 157.057, 0.990889, 154.426, 0.989352, 164.691, 0.995605, 155.053, 0.998149,1
   298,01/31/2021 08:08:17,31,283.796, 169.627, 0.986922, 173.926, 0.982557, 190.065, 0.988843, 163.833, 0.848059, 162.833, 0.865744, 172.067, 0.990281, 173.727, 0.994054, 169.676, 0.997731, 166.950, 0.993710, 162.594, 0.992608, 155.769, 0.994518, 157.723, 0.993115, 153.053, 0.996003, 152.393, 0.981155, 148.702, 0.987848, 147.412, 0.994670, 155.057, 0.974483, 156.646, 0.989384, 153.922, 0.984958, 164.220, 0.991590, 154.789, 0.998476,1
   299,01/31/2021 08:10:00,31,283.827, 169.545, 0.991125, 173.866, 0.992414, 189.826, 0.985293, 164.329, 0.860621, 163.182, 0.879236, 172.208, 0.991332, 173.499, 0.998571, 170.348, 0.999334, 166.899, 0.988543, 162.806, 0.998587, 155.958, 0.997655, 158.306, 0.996439, 153.340, 0.998281, 152.896, 0.993796, 148.980, 0.997190, 147.864, 0.998322, 155.168, 0.985341, 156.913, 0.992603, 153.915, 0.990955, 164.496, 0.994129, 154.946, 0.999332,1
   300,01/31/2021 08:11:44,31,283.858, 169.734, 0.988148, 174.169, 0.981296, 190.200, 0.985926, 164.141, 0.859500, 163.377, 0.865958, 172.316, 0.994451, 173.943, 0.996951, 170.049, 0.999787, 167.119, 0.991584, 162.642, 0.996633, 155.907, 0.995500, 157.901, 0.995433, 153.557, 0.994986, 152.840, 0.990448, 148.985, 0.993357, 147.759, 0.996777, 155.255, 0.982555, 157.022, 0.993165, 154.217, 0.988733, 164.748, 0.992566, 155.022, 0.999847,1
   301,01/31/2021 08:13:28,31,283.899, 169.856, 0.988299, 174.291, 0.990349, 190.397, 0.983412, 164.030, 0.855793, 162.768, 0.878291, 172.136, 0.992745, 173.853, 0.996066, 169.943, 0.999356, 166.996, 0.989369, 162.922, 0.996077, 156.130, 0.997752, 157.973, 0.997046, 153.192, 0.999493, 152.536, 0.990631, 148.932, 0.993918, 147.552, 0.998984, 154.851, 0.986286, 156.941, 0.994680, 154.164, 0.989735, 164.905, 0.994632, 154.843, 0.999198,1
   302,01/31/2021 08:15:12,31,283.933, 169.793, 0.984414, 174.012, 0.990011, 190.011, 0.989388, 163.850, 0.862244, 163.459, 0.871289, 172.261, 0.990436, 173.855, 0.996544, 170.234, 0.999285, 167.116, 0.993169, 162.857, 0.997011, 156.155, 0.995501, 158.588, 0.993566, 153.562, 0.998423, 152.898, 0.991143, 149.300, 0.997098, 147.935, 0.998284, 155.507, 0.987196, 157.207, 0.995910, 154.216, 0.991811, 164.756, 0.996622, 154.905, 0.999395,1
   303,01/31/2021 08:16:57,31,283.969, 169.500, 0.992200, 173.797, 0.994793, 189.999, 0.987024, 164.125, 0.862375, 163.212, 0.870433, 172.261, 0.990899, 173.423, 0.998781, 169.877, 0.999324, 167.212, 0.994225, 162.529, 0.999263, 155.652, 0.996661, 157.831, 0.994806, 153.368, 0.998999, 152.743, 0.992623, 149.137, 0.996843, 147.500, 0.998109, 154.857, 0.990670, 156.799, 0.995418, 154.034, 0.992381, 164.502, 0.998734, 154.925, 0.999752,1
   304,01/31/2021 08:18:40,31,284.004, 169.652, 0.991292, 174.560, 0.987246, 190.208, 0.992592, 164.206, 0.855683, 163.131, 0.861831, 172.566, 0.992635, 173.828, 0.995176, 170.456, 0.999380, 167.058, 0.991806, 162.972, 0.996237, 156.221, 0.996511, 158.022, 0.996212, 153.438, 0.998160, 152.580, 0.992767, 148.934, 0.993547, 147.675, 0.997365, 155.103, 0.984812, 156.847, 0.994240, 154.103, 0.987762, 164.433, 0.992347, 155.184, 0.999912,1
   305,01/31/2021 08:20:25,31,284.007, 169.522, 0.988550, 174.025, 0.989895, 189.981, 0.986380, 163.864, 0.859112, 163.155, 0.869650, 172.394, 0.993474, 173.749, 0.995256, 170.205, 0.999740, 167.141, 0.990813, 162.972, 0.998201, 156.091, 0.994611, 157.893, 0.997591, 153.335, 0.997934, 153.133, 0.991219, 149.283, 0.995430, 147.725, 0.998523, 155.165, 0.989139, 156.953, 0.997160, 154.222, 0.991443, 164.704, 0.996824, 154.991, 0.999258,1
   306,01/31/2021 08:22:09,31,284.012, 169.528, 0.984493, 174.176, 0.988592, 189.616, 0.986542, 163.932, 0.855004, 163.095, 0.871715, 172.207, 0.992700, 173.838, 0.994823, 170.256, 0.999780, 166.661, 0.994209, 162.783, 0.998080, 155.985, 0.996650, 158.140, 0.996439, 153.128, 0.999158, 152.617, 0.993088, 149.204, 0.994670, 147.550, 0.998957, 155.161, 0.987745, 156.689, 0.995851, 154.023, 0.988020, 164.603, 0.997243, 154.848, 0.999849,1
   307,01/31/2021 08:23:53,31,284.015, 169.166, 0.984955, 173.521, 0.987196, 189.759, 0.986346, 163.782, 0.856459, 163.004, 0.874576, 172.007, 0.992945, 172.870, 0.999459, 169.618, 0.999995, 166.804, 0.991160, 162.655, 0.998439, 155.524, 0.998640, 157.974, 0.997998, 153.205, 0.997844, 152.455, 0.991675, 148.939, 0.995888, 147.519, 0.999084, 154.904, 0.983771, 156.783, 0.993558, 153.684, 0.991465, 164.441, 0.996274, 154.648, 0.998583,1
   308,01/31/2021 08:25:37,31,284.030, 169.460, 0.991671, 173.887, 0.990845, 189.948, 0.985361, 164.316, 0.860380, 163.328, 0.869702, 172.068, 0.992136, 173.546, 0.997641, 170.138, 0.999933, 166.872, 0.992780, 162.653, 0.997168, 155.668, 0.999337, 157.952, 0.994712, 153.248, 0.998613, 152.454, 0.993014, 148.762, 0.997958, 147.393, 0.999423, 154.888, 0.994442, 156.750, 0.998088, 153.965, 0.994669, 164.475, 0.997899, 154.921, 0.999508,1
   309,01/31/2021 08:27:21,31,284.072, 169.738, 0.981583, 174.074, 0.986285, 190.187, 0.987776, 164.165, 0.864859, 163.212, 0.882513, 172.123, 0.993516, 173.628, 0.995173, 170.248, 0.998690, 167.176, 0.990418, 163.022, 0.993598, 156.071, 0.997888, 157.737, 0.997156, 153.693, 0.999782, 152.911, 0.992209, 149.235, 0.994214, 147.642, 0.997403, 155.019, 0.986257, 156.995, 0.993600, 154.186, 0.989411, 164.437, 0.995042, 154.911, 0.999486,1
   310,01/31/2021 08:29:06,31,284.084, 169.668, 0.986314, 174.202, 0.988848, 190.347, 0.985093, 163.990, 0.866555, 163.249, 0.863472, 172.195, 0.990277, 173.570, 0.995271, 170.487, 0.999572, 167.016, 0.991666, 162.729, 0.996364, 156.066, 0.997214, 158.316, 0.991968, 153.402, 0.998785, 152.902, 0.992737, 149.308, 0.992131, 147.836, 0.997967, 155.211, 0.983112, 156.943, 0.995446, 154.101, 0.985092, 164.486, 0.991539, 155.074, 0.999207,1
   311,01/31/2021 08:30:50,31,284.099, 169.578, 0.988962, 173.936, 0.988955, 190.119, 0.992224, 163.775, 0.863703, 163.387, 0.871744, 172.138, 0.993766, 173.620, 0.992535, 170.235, 0.999211, 166.819, 0.990761, 162.637, 0.993572, 156.148, 0.996587, 157.903, 0.994627, 153.214, 0.998725, 152.445, 0.992850, 148.875, 0.995184, 147.500, 0.999022, 154.779, 0.987517, 156.303, 0.993786, 153.883, 0.985261, 164.299, 0.995055, 154.601, 0.999631,1
   312,01/31/2021 08:32:34,31,284.091, 169.859, 0.990612, 174.080, 0.990834, 190.340, 0.984361, 164.375, 0.862447, 162.884, 0.871495, 172.575, 0.991706, 174.028, 0.996373, 170.075, 0.999568, 167.169, 0.986385, 162.822, 0.996892, 156.029, 0.994153, 157.940, 0.994792, 153.682, 0.998277, 153.127, 0.987762, 149.451, 0.996769, 148.255, 0.998523, 155.287, 0.985807, 156.889, 0.992139, 154.086, 0.990587, 165.084, 0.992427, 155.326, 0.999674,1
   313,01/31/2021 08:34:18,31,284.089, 169.807, 0.988098, 174.132, 0.990234, 190.086, 0.986077, 163.997, 0.865127, 163.192, 0.868575, 172.080, 0.993550, 173.689, 0.998287, 169.943, 0.999395, 167.078, 0.992493, 162.844, 0.998730, 155.954, 0.996619, 158.189, 0.996404, 153.397, 0.998404, 152.888, 0.995033, 149.120, 0.996966, 148.045, 0.998759, 155.369, 0.981274, 157.076, 0.997628, 154.125, 0.989268, 164.756, 0.995349, 154.800, 0.999727,1
   314,01/31/2021 08:36:02,31,284.100, 169.698, 0.988684, 174.237, 0.988899, 190.394, 0.984099, 164.201, 0.854026, 163.218, 0.867944, 172.196, 0.992556, 173.883, 0.997948, 170.236, 0.999728, 167.041, 0.994096, 162.673, 0.997516, 155.979, 0.996631, 158.047, 0.994364, 153.322, 0.998106, 152.708, 0.991475, 148.927, 0.991914, 147.704, 0.998683, 155.287, 0.981983, 156.869, 0.997433, 154.176, 0.990180, 164.396, 0.996057, 154.926, 0.999345,1
   315,01/31/2021 08:37:47,31,284.140, 169.937, 0.987564, 174.530, 0.986084, 189.957, 0.985833, 164.379, 0.837288, 163.514, 0.854915, 172.279, 0.990187, 174.245, 0.994875, 170.272, 0.999549, 166.932, 0.994630, 162.762, 0.994175, 156.109, 0.995122, 158.250, 0.994922, 153.342, 0.998163, 152.698, 0.989235, 149.095, 0.991589, 147.552, 0.997042, 155.004, 0.980268, 157.022, 0.992921, 154.061, 0.987326, 164.512, 0.996624, 155.273, 0.998431,1
   316,01/31/2021 08:39:31,31,284.226, 169.701, 0.988604, 173.933, 0.990240, 189.751, 0.989037, 163.970, 0.853557, 163.303, 0.866691, 172.424, 0.991930, 173.575, 0.997757, 170.093, 0.999371, 167.045, 0.987444, 162.680, 0.995966, 155.838, 0.995171, 157.733, 0.991416, 153.226, 0.998412, 152.709, 0.988207, 149.219, 0.991996, 147.658, 0.996342, 154.826, 0.980105, 156.821, 0.993382, 154.020, 0.986962, 164.668, 0.993956, 154.704, 0.999405,1
   317,01/31/2021 08:41:15,31,284.315, 169.705, 0.988526, 173.975, 0.991026, 189.958, 0.982396, 164.150, 0.856347, 163.429, 0.861475, 172.296, 0.994507, 173.794, 0.996716, 170.186, 0.999371, 167.235, 0.989648, 162.815, 0.996677, 155.869, 0.996572, 158.025, 0.992463, 153.473, 0.998277, 152.677, 0.992777, 149.045, 0.993320, 147.607, 0.994854, 155.216, 0.986419, 156.898, 0.992424, 154.231, 0.989409, 164.683, 0.994737, 155.026, 0.999677,1
   318,01/31/2021 08:42:59,31,284.418, 169.812, 0.986012, 174.295, 0.988341, 190.165, 0.986712, 164.455, 0.850955, 163.446, 0.869346, 172.650, 0.992141, 174.121, 0.998575, 170.370, 0.999551, 167.212, 0.984774, 163.068, 0.997231, 155.976, 0.995784, 158.279, 0.993053, 153.435, 0.998581, 153.097, 0.992242, 148.932, 0.993948, 148.024, 0.999144, 155.319, 0.983932, 156.957, 0.994765, 154.146, 0.992495, 164.680, 0.995561, 155.205, 0.998334,1
   319,01/31/2021 08:44:44,31,284.521, 169.707, 0.987791, 173.937, 0.992735, 189.474, 0.984007, 164.078, 0.862280, 163.242, 0.875430, 171.949, 0.993204, 173.592, 0.998626, 170.017, 0.998628, 167.252, 0.990595, 162.590, 0.998002, 155.972, 0.998050, 157.758, 0.997846, 152.808, 0.998447, 152.524, 0.992341, 148.565, 0.996261, 147.243, 0.997263, 155.027, 0.986830, 156.541, 0.994528, 153.974, 0.989777, 164.510, 0.997132, 154.830, 0.999728,1
   320,01/31/2021 08:46:27,31,284.630, 169.857, 0.986772, 173.889, 0.991405, 189.901, 0.978835, 163.964, 0.870872, 163.611, 0.873000, 172.510, 0.994649, 174.119, 0.998125, 170.450, 0.999805, 166.916, 0.995094, 162.693, 0.997628, 156.008, 0.996322, 158.061, 0.994438, 153.313, 0.999217, 152.976, 0.989654, 149.160, 0.995535, 147.803, 0.998148, 155.369, 0.978587, 156.875, 0.995647, 154.199, 0.984744, 164.743, 0.996582, 154.949, 0.999725,1
   321,01/31/2021 08:48:11,31,284.722, 169.733, 0.988264, 173.998, 0.990495, 189.487, 0.969119, 164.149, 0.857546, 163.480, 0.876989, 172.425, 0.989108, 173.450, 0.999595, 170.131, 0.999451, 166.807, 0.990241, 162.852, 0.999603, 156.055, 0.996234, 158.018, 0.992712, 153.037, 0.995763, 152.948, 0.992925, 148.946, 0.995291, 147.598, 0.998495, 154.965, 0.986201, 156.891, 0.994304, 154.185, 0.990187, 164.417, 0.994662, 155.004, 0.999373,1
   322,01/31/2021 08:49:56,31,284.756, 170.062, 0.986270, 173.917, 0.986247, 189.844, 0.975381, 164.360, 0.854116, 163.323, 0.877253, 172.271, 0.990054, 173.714, 0.996820, 170.399, 0.997741, 167.321, 0.986806, 162.771, 0.994018, 155.972, 0.996913, 158.270, 0.989440, 153.494, 0.997301, 152.904, 0.988211, 149.089, 0.993609, 147.468, 0.998761, 155.041, 0.986709, 156.771, 0.995335, 154.385, 0.991842, 164.772, 0.996041, 155.225, 0.999600,1
   323,01/31/2021 08:51:39,31,284.772, 169.759, 0.985629, 174.112, 0.990463, 189.733, 0.962910, 164.239, 0.868313, 163.651, 0.862431, 172.715, 0.987798, 173.578, 0.999272, 170.223, 0.995475, 167.162, 0.987934, 163.034, 0.999213, 155.896, 0.995113, 158.227, 0.996849, 153.400, 0.997285, 153.003, 0.990247, 149.190, 0.997448, 147.935, 0.998582, 155.474, 0.986781, 156.919, 0.996530, 154.357, 0.989934, 164.627, 0.996448, 155.164, 0.999850,1
   324,01/31/2021 08:53:24,31,284.818, 169.185, 0.990739, 173.911, 0.995282, 189.466, 0.982215, 164.012, 0.858850, 162.961, 0.861316, 171.840, 0.992127, 173.507, 0.997356, 170.063, 0.999637, 166.719, 0.992447, 162.537, 0.997522, 155.564, 0.996382, 157.662, 0.995562, 153.285, 0.999028, 152.608, 0.992470, 148.570, 0.994820, 147.341, 0.997527, 154.653, 0.980935, 156.389, 0.994115, 154.067, 0.988575, 164.452, 0.993439, 154.875, 0.999783,1
   325,01/31/2021 08:55:08,31,284.864, 169.778, 0.988658, 174.285, 0.988475, 189.532, 0.968173, 164.180, 0.874976, 163.482, 0.879859, 172.343, 0.989616, 173.712, 0.998855, 170.204, 0.999038, 167.111, 0.989574, 162.832, 0.997820, 156.017, 0.996522, 158.336, 0.991802, 153.220, 0.998159, 153.040, 0.987245, 149.310, 0.995483, 147.810, 0.999212, 155.158, 0.989110, 156.790, 0.997009, 154.030, 0.992917, 164.661, 0.993941, 154.909, 0.999777,1
   326,01/31/2021 08:56:53,31,284.909, 169.241, 0.988517, 173.842, 0.991405, 189.294, 0.973761, 163.768, 0.876646, 163.092, 0.879618, 172.132, 0.992066, 173.414, 0.998757, 170.152, 0.998924, 166.848, 0.984544, 162.704, 0.997670, 155.677, 0.995707, 158.127, 0.994345, 153.019, 0.998123, 152.677, 0.990523, 148.795, 0.991762, 147.405, 0.997338, 154.807, 0.983385, 156.578, 0.992760, 153.798, 0.989553, 164.188, 0.993095, 154.726, 0.999371,1
   327,01/31/2021 08:58:37,31,284.927, 169.599, 0.989086, 173.936, 0.994237, 189.343, 0.960294, 164.169, 0.882124, 163.266, 0.874884, 172.298, 0.997262, 173.618, 0.998430, 170.384, 0.999428, 166.992, 0.990080, 162.741, 0.998992, 155.809, 0.997079, 157.975, 0.995334, 153.123, 0.995740, 152.759, 0.991703, 149.034, 0.996657, 147.616, 0.999286, 155.040, 0.990457, 156.706, 0.996778, 154.040, 0.994202, 164.357, 0.996665, 154.985, 0.999693,1
   328,01/31/2021 09:00:21,31,284.946, 169.617, 0.992830, 174.042, 0.993282, 189.083, 0.954507, 164.266, 0.876227, 163.020, 0.892080, 172.400, 0.988741, 173.090, 0.999313, 170.277, 0.999612, 166.958, 0.994327, 162.919, 0.998701, 155.791, 0.996224, 158.139, 0.997574, 153.447, 0.997746, 152.970, 0.991691, 149.140, 0.994190, 148.131, 0.998545, 155.369, 0.991261, 157.190, 0.998119, 154.111, 0.994079, 164.704, 0.997443, 154.925, 0.999153,1
   329,01/31/2021 09:02:05,31,284.985, 169.938, 0.987159, 174.283, 0.991035, 189.614, 0.970846, 164.153, 0.869718, 163.652, 0.882525, 172.706, 0.994822, 174.008, 0.998237, 170.401, 0.999493, 167.001, 0.993390, 162.951, 0.997485, 155.869, 0.994586, 158.019, 0.995089, 153.618, 0.997901, 152.962, 0.992804, 149.249, 0.995133, 147.819, 0.998479, 155.482, 0.989188, 156.810, 0.995278, 154.423, 0.994294, 164.924, 0.995600, 155.222, 0.999961,1
   330,01/31/2021 09:03:49,31,285.039, 169.249, 0.989664, 173.787, 0.990447, 189.178, 0.969509, 164.024, 0.874678, 162.856, 0.888834, 172.050, 0.995357, 173.407, 0.999200, 169.786, 0.999445, 166.371, 0.995204, 162.562, 0.999255, 155.847, 0.995885, 158.027, 0.995063, 153.267, 0.996838, 152.550, 0.991525, 148.987, 0.994153, 147.519, 0.997847, 154.928, 0.985267, 156.917, 0.995261, 153.951, 0.991978, 164.591, 0.996150, 154.969, 0.999978,1
   331,01/31/2021 09:05:33,31,285.053, 169.499, 0.985365, 173.830, 0.991466, 189.327, 0.979652, 163.717, 0.874533, 163.227, 0.887092, 171.929, 0.990583, 173.157, 0.998526, 170.097, 0.999011, 166.859, 0.994748, 162.916, 0.997693, 156.159, 0.997378, 157.969, 0.993567, 153.142, 0.997767, 152.365, 0.994250, 148.850, 0.994048, 147.496, 0.999018, 154.900, 0.988834, 156.525, 0.996484, 153.913, 0.992338, 164.362, 0.997319, 154.958, 0.999855,1
   332,01/31/2021 09:07:17,31,285.024, 169.063, 0.993015, 173.924, 0.996519, 189.826, 0.982679, 163.866, 0.875991, 162.871, 0.905161, 171.866, 0.991007, 173.248, 0.999679, 169.761, 0.998386, 166.628, 0.994831, 162.418, 0.999134, 155.494, 0.998787, 157.626, 0.995428, 152.774, 0.997490, 152.324, 0.994407, 148.581, 0.995945, 147.782, 0.998681, 154.779, 0.994216, 156.669, 0.996876, 153.983, 0.993036, 164.357, 0.992923, 154.543, 0.997446,1
   333,01/31/2021 09:09:01,31,284.989, 169.441, 0.989725, 174.269, 0.992880, 190.001, 0.982666, 163.934, 0.886839, 162.979, 0.895454, 172.130, 0.991109, 173.963, 0.999441, 170.332, 0.998216, 167.100, 0.988961, 162.636, 0.997981, 155.778, 0.995869, 157.999, 0.991842, 153.244, 0.996385, 152.381, 0.987892, 148.787, 0.996487, 147.440, 0.998981, 154.838, 0.993812, 156.565, 0.994849, 153.780, 0.993656, 164.454, 0.997571, 154.947, 0.998229,1
   334,01/31/2021 09:10:45,31,284.975, 169.624, 0.987063, 173.693, 0.993374, 189.693, 0.986022, 164.052, 0.879683, 163.043, 0.895106, 172.448, 0.993583, 173.946, 0.997807, 169.808, 0.999389, 166.847, 0.992678, 162.535, 0.998556, 155.690, 0.995670, 158.039, 0.994199, 153.297, 0.996086, 152.614, 0.989049, 148.927, 0.994873, 147.516, 0.998972, 155.245, 0.991648, 156.909, 0.994310, 153.784, 0.993932, 164.653, 0.995942, 155.040, 0.998814,1
   335,01/31/2021 09:12:29,31,284.962, 169.466, 0.984492, 173.951, 0.988312, 189.899, 0.978337, 164.402, 0.865867, 163.444, 0.883255, 172.029, 0.991664, 173.890, 0.997956, 170.284, 0.998855, 167.234, 0.988084, 162.975, 0.999641, 155.895, 0.998226, 158.312, 0.997035, 153.026, 0.998618, 152.715, 0.996486, 148.987, 0.997366, 147.677, 0.999568, 155.082, 0.992565, 156.870, 0.996692, 154.321, 0.993768, 164.943, 0.998817, 155.232, 0.999827,1
   336,01/31/2021 09:14:13,31,284.971, 169.855, 0.990610, 173.809, 0.992275, 190.023, 0.987357, 164.301, 0.881627, 163.395, 0.873478, 172.400, 0.992084, 173.540, 0.996748, 170.296, 0.999191, 167.127, 0.990923, 162.710, 0.997655, 155.759, 0.994737, 158.205, 0.995416, 153.187, 0.997346, 152.668, 0.993396, 148.878, 0.993680, 147.805, 0.996236, 154.832, 0.986344, 157.015, 0.995219, 153.970, 0.992908, 164.645, 0.993750, 155.057, 0.998858,1
